text,hasURL,urls,urls_expanded,hasUserURL,user_url,text_token,isNotOnlyText,Noun,Verb,Adjective,Pronoun,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,Adverb,Numeral,Conjunction_inj,Particle,Determiner,Modal,Whs,char_count,word_count,has_question,has_exclaim,has_period,capital_ratio,tweet_count,listed_count,follow_ratio,age,verified,isRumor,isRumor
"Great picture by Banksy. So simple, yet so powerful. #JeSuisCharlie 
Please share. http://t.co/v1ojeJ4d2l",0,[],[],1,,"['great', 'picture', 'by', 'banksy', 'so', 'simple', 'yet', 'so', 'powerful', 'jesuischarlie', 'please', 'share']",1,5,0,3,0,0,0,0,3,0,1,0,0,0,0,105,12,0,0,1,0.0761904761904762,3.7626035495668035,2.747411807886423,5.150006904006869,1517,0,1,1
Reports that two of the dead in the #CharlieHebdo attack are police officers http://t.co/2J4WQdJnTp http://t.co/LiPDxdq1cb,1,['http://t.co/2J4WQdJnTp'],['http://www.telegraph.co.uk/news/worldnews/europe/france/11329976/Paris-Charlie-Hebdo-attack-live.html'],1,http://t.co/IWZKrpsY6l,"['reports', 'that', 'two', 'of', 'the', 'dead', 'in', 'the', 'charliehebdo', 'attack', 'are', 'police', 'officers']",1,4,1,2,0,0,0,0,0,1,3,0,2,0,0,122,13,0,0,1,0.09016393442622951,5.067688179595327,4.01628102454283,5.678436428953654,2491,1,1,1
#CharlieHebdo gunmen fled in stolen car after 'mass shoot-out' with police officers http://t.co/eocvQn42Hg http://t.co/545ooj5xMM,1,['http://t.co/eocvQn42Hg'],['http://dailym.ai/1xR5xtm'],1,http://t.co/5os3efPsqo,"['charliehebdo', 'gunmen', 'fled', 'in', 'stolen', 'car', 'after', 'mass', 'shootout', 'with', 'police', 'officers']",1,7,1,1,0,0,0,0,0,0,3,0,0,0,0,129,12,0,0,1,0.046511627906976744,5.099155580108247,3.8837749613552583,5.913079698234421,2367,1,1,1
Update - AFP reports at least two people killed after shooting at kosher grocery in eastern #Paris in which at least five were taken hostage,0,[],[],1,http://www.skynews.com/,"['update', 'afp', 'reports', 'at', 'least', 'two', 'people', 'killed', 'after', 'shooting', 'at', 'kosher', 'grocery', 'in', 'eastern', 'paris', 'in', 'which', 'at', 'least', 'five', 'were', 'taken', 'hostage']",0,7,4,2,0,0,0,0,0,2,6,0,0,0,1,140,24,0,0,0,0.03571428571428571,4.435430251582965,4.1638170938993255,6.139694314593085,1892,1,1,1
Charlie Hebdo shooting latest: 12 dead and gunmen still at large http://t.co/6jRqXgPogM http://t.co/hO7lvftma5,1,['http://t.co/6jRqXgPogM'],['http://i100.io/W5R7DKe'],1,http://t.co/gfReaEz2dn,"['charlie', 'hebdo', 'shooting', 'latest', '12', 'dead', 'and', 'gunmen', 'still', 'at', 'large']",1,3,1,2,0,0,0,0,1,1,2,0,0,0,0,110,11,0,0,1,0.06363636363636363,4.0640084865317245,2.826722520168992,4.7279395842212315,257,0,1,1
AFP: several hostages have been freed at Jewish supermarket in #Paris,0,[],[],1,http://www.skynews.com/,"['afp', 'several', 'hostages', 'have', 'been', 'freed', 'at', 'jewish', 'supermarket', 'in', 'paris']",0,3,3,3,0,0,0,0,0,0,2,0,0,0,0,69,11,0,0,0,0.07246376811594203,4.435509919640698,4.164174341916649,6.140039242295526,1892,1,1,1
"French leader: Attack that killed 11 at Paris newspaper an act of terror, other attacks thwarted in recent weeks: http://t.co/9rrqfEaQj5",1,['http://t.co/9rrqfEaQj5'],['http://apne.ws/1tOhth5'],1,http://t.co/fp59ZdYmr1,"['french', 'leader', 'attack', 'that', 'killed', '11', 'at', 'paris', 'newspaper', 'an', 'act', 'of', 'terror', 'other', 'attacks', 'thwarted', 'in', 'recent', 'weeks']",1,7,2,4,0,0,0,0,0,1,3,0,1,0,1,136,19,0,0,1,0.03676470588235294,4.98945426738244,4.816731676345222,6.65844032499084,2020,1,1,1
Gunman in third shootout reportedly same man who killed police officer in this attack on Thurs http://t.co/BbPuxPz8Fk http://t.co/0ZviEoZLtN,1,['http://t.co/BbPuxPz8Fk'],['http://news.sky.com/story/1404969/gunman-takes-hostage-in-paris-shop-report'],1,http://www.skynews.com/,"['gunman', 'in', 'third', 'shootout', 'reportedly', 'same', 'man', 'who', 'killed', 'police', 'officer', 'in', 'this', 'attack', 'on', 'thurs']",1,7,1,2,0,0,0,0,1,0,3,0,1,0,1,140,16,0,0,1,0.07857142857142857,5.088178629749863,4.168084796140683,6.253464494560183,2730,1,1,1
#BREAKING : Both hostages in #Dammartin and #Paris are free and safe http://t.co/OYSXRQ9xuv,1,['http://t.co/OYSXRQ9xuv'],['http://f24.my/YTliveEN'],1,http://www.france24.com/en/,"['breaking', 'both', 'hostages', 'in', 'dammartin', 'and', 'paris', 'are', 'free', 'and', 'safe']",1,3,2,2,0,0,0,0,0,0,3,0,1,0,0,91,11,0,0,1,0.18681318681318682,4.870474135904505,3.4429498695778618,4.921343065066322,2123,1,1,1
"Ahmed Merabet, a French Police officer, the first victim of #CharlieHebdo attack .. He was a Musilm #RIP http://t.co/Z5Qx2gGMNp",0,[],[],1,,"['ahmed', 'merabet', 'a', 'french', 'police', 'officer', 'the', 'first', 'victim', 'of', 'charliehebdo', 'attack', 'he', 'was', 'a', 'musilm', 'rip']",1,6,2,3,1,0,0,1,0,0,1,0,3,0,0,127,17,0,0,1,0.12598425196850394,4.481714873027169,2.290034611362518,4.740623188041634,1192,1,1,1
BREAKING: French police: Suspects in newspaper attack appear to have taken a hostage northeast of Paris,0,[],[],1,http://t.co/fp59ZdYmr1,"['breaking', 'french', 'police', 'suspects', 'in', 'newspaper', 'attack', 'appear', 'to', 'have', 'taken', 'a', 'hostage', 'northeast', 'of', 'paris']",0,7,4,1,0,0,0,0,0,0,2,0,1,0,0,103,16,0,0,0,0.10679611650485436,4.989258436747493,4.816426912924567,6.658100346329201,2022,1,1,1
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",1,['http://t.co/mnAeA7j7fY'],['http://cnn.it/1xE3Qkz'],1,http://t.co/kdkv08KSgi,"['breaking', 'at', 'least', '10', 'killed', 'in', 'shooting', 'at', 'french', 'satirical', 'newspaper', 'charlie', 'hebdo', 'paris', 'prosecutors', 'office', 'says']",1,5,4,3,0,0,0,0,0,1,3,0,0,0,0,140,17,0,0,1,0.11428571428571428,4.87495702020636,4.387496606935564,6.481430015146068,2846,1,1,1
"French media reports two suspects of #CharlieHebdo attack are killed, and supermarket hostage-taker also killed http://t.co/9OV0KKlxXG",1,['http://t.co/9OV0KKlxXG'],['http://aje.io/t3ds'],1,http://aljazeera.com,"['french', 'media', 'reports', 'two', 'suspects', 'of', 'charliehebdo', 'attack', 'are', 'killed', 'and', 'supermarket', 'hostagetaker', 'also', 'killed']",1,6,3,2,0,0,0,0,1,1,2,0,0,0,0,134,15,0,0,1,0.06716417910447761,4.719546723168662,4.1451342263614945,5.848115188234407,2203,1,1,1
Armed men were reportedly asking for journalists by name at Charlie Hebdo. Unimaginable..  http://t.co/A11KlzNPnn,1,['http://t.co/A11KlzNPnn'],['http://www.huffingtonpost.co.uk/2015/01/07/charlie-hebdo-shooting-dead_n_6428252.html?1420631220'],1,http://t.co/gxujtTzxN0,"['armed', 'men', 'were', 'reportedly', 'asking', 'for', 'journalists', 'by', 'name', 'at', 'charlie', 'hebdo', 'unimaginable']",1,5,3,1,0,0,0,0,1,0,3,0,0,0,0,113,13,0,0,1,0.07079646017699115,4.103530063428375,2.2013971243204513,3.7396514437093766,2290,1,1,1
"R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/vEHq0PAZwE",0,[],[],1,http://www.youtube.com/watch?v=xGytDsqkQY8,"['rip', 'ahmed', 'merabet', 'a', 'french', 'muslim', 'cop', 'first', 'victim', 'of', 'charliehebdo', 'attack']",1,6,1,1,0,0,0,0,1,0,1,0,1,0,0,103,12,0,0,1,0.1553398058252427,5.431593718494647,3.0472748673841794,4.312113858452692,2066,0,1,1
The #CharlieHebdo massacre brothers have been killed. Full story here: http://t.co/s7KfpU7vqb http://t.co/jFCrKaZ3DL,1,['http://t.co/s7KfpU7vqb'],['http://sunpl.us/6013aFix'],1,http://www.thesun.co.uk/,"['the', 'charliehebdo', 'massacre', 'brothers', 'have', 'been', 'killed', 'full', 'story', 'here']",1,4,3,1,0,0,0,0,1,0,0,0,1,0,0,116,10,0,0,1,0.10344827586206896,3.823474229170301,2.161368002234975,4.083108279194735,799,0,1,1
#BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source,0,[],[],1,http://www.afp.com/en,"['breaking', 'gunman', 'in', 'policewoman', 'killing', 'suspected', 'in', 'new', 'paris', 'hostagetaking', 'source']",0,5,3,1,0,0,0,0,0,0,2,0,0,0,0,85,11,0,0,0,0.11764705882352941,4.810709576443084,3.9227773419287977,5.486236313616813,1200,1,1,1
"Officials say 3 gunmen carried out Charlie Hebdo shootings, France’s bloodiest terrorist attack in nearly 2 decades. http://t.co/03Tiwniedk",1,['http://t.co/03Tiwniedk'],['http://wapo.st/141fABf'],1,http://instagram.com/washingtonpost,"['officials', 'say', '3', 'gunmen', 'carried', 'out', 'charlie', 'hebdo', 'shootings', 'frances', 'bloodiest', 'terrorist', 'attack', 'in', 'nearly', '2', 'decades']",1,8,3,1,0,0,0,0,1,2,1,1,0,0,0,139,17,0,0,1,0.03597122302158273,5.095312348560091,4.767823498007517,6.588275293259371,2843,1,1,1
Gunman at Paris grocery store threatens to kill hostages if police storm the #CharlieHebdo brothers. http://t.co/EBbK7ny8Cx,1,['http://t.co/EBbK7ny8Cx'],['http://fxn.ws/17pL3iE'],1,http://www.foxnews.com,"['gunman', 'at', 'paris', 'grocery', 'store', 'threatens', 'to', 'kill', 'hostages', 'if', 'police', 'storm', 'the', 'charliehebdo', 'brothers']",1,7,3,1,0,0,0,0,0,0,2,0,1,0,0,123,15,0,0,1,0.06504065040650407,5.279345209767911,4.650628024927767,6.675351533893705,2854,1,1,1
"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",1,['http://t.co/bGkMtT3lUF'],['http://cnn.it/1xXB3Jf'],1,http://cnn.com/international,"['suspects', 'in', 'charliehebdo', 'attack', 'spoke', 'to', 'police', 'by', 'phone', 'and', 'said', 'they', 'wanted', 'to', 'die', 'as', 'martyrs', 'says', 'french', 'mp']",1,5,6,2,1,0,0,1,0,0,4,0,0,0,0,136,20,0,0,1,0.08088235294117647,4.875159692319408,4.387941243706699,6.482155404205038,2848,1,1,1
#BREAKING Paris hostage-taker 'knows' one Charlie Hebdo killer: source,0,[],[],1,http://www.afp.com/en,"['breaking', 'paris', 'hostagetaker', 'knows', 'one', 'charlie', 'hebdo', 'killer', 'source']",0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,70,9,0,0,0,0.15714285714285714,4.8107968684423685,3.923658421793306,5.491096833547431,1200,1,1,1
Reports of shots fired north-east of Paris as French police pursue two suspected Charlie Hebdo gunmen in car chase http://t.co/FbUYubJDOY,1,['http://t.co/FbUYubJDOY'],['http://bbc.in/1wBblUU'],1,http://www.bbc.co.uk/news,"['reports', 'of', 'shots', 'fired', 'northeast', 'of', 'paris', 'as', 'french', 'police', 'pursue', 'two', 'suspected', 'charlie', 'hebdo', 'gunmen', 'in', 'car', 'chase']",1,9,2,3,0,0,0,0,0,1,4,0,0,0,0,137,19,0,0,1,0.08759124087591241,4.357858648301793,5.011646554753012,7.111469359326179,2818,1,1,1
"Powerful image, yes. But it was drawn by @lucilleclerc, not by Banksy. Details: http://t.co/J4WBazwZF7 #charliehebdo http://t.co/f3OEIDDj1K",1,['http://t.co/J4WBazwZF7'],['http://buff.ly/17kgz1B'],1,http://Emergent.info,"['powerful', 'image', 'yes', 'but', 'it', 'was', 'drawn', 'by', 'lucilleclerc', 'not', 'by', 'banksy', 'details', 'charliehebdo']",1,5,3,1,1,0,0,1,1,0,3,0,0,0,0,139,14,0,0,1,0.1079136690647482,2.77232170672292,2.0170333392987803,3.316808752053022,102,0,1,1
DEVELOPING: #CharlieHebdo shooting suspects holed up in premises of construction company http://t.co/G6eunBDIrj http://t.co/Jw357f31GO,1,['http://t.co/G6eunBDIrj'],['http://on.rt.com/eblyob'],1,http://RT.com,"['developing', 'charliehebdo', 'shooting', 'suspects', 'holed', 'up', 'in', 'premises', 'of', 'construction', 'company']",1,5,3,0,0,0,0,0,0,0,2,1,0,0,0,134,11,0,0,1,0.1417910447761194,5.021685352215705,4.133475036838092,5.925990340153727,1977,1,1,1
"#BREAKING - 1 injured in #Paris Kosher supermarket shooting, hostage drama underway &gt;&gt;&gt; http://t.co/UWSXS2YVKU http://t.co/9QtJKgfWxo",1,['http://t.co/UWSXS2YVKU'],['http://youtu.be/sxDaP3t3Mig'],1,http://www.france24.com,"['breaking', '1', 'injured', 'in', 'paris', 'kosher', 'supermarket', 'shooting', 'hostage', 'drama', 'underway', 'gtgtgt']",1,7,2,1,0,0,0,0,0,1,1,0,0,0,0,142,12,0,0,1,0.1619718309859155,5.15944085652005,3.814647069451856,6.100092300728281,2849,1,1,1
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",0,[],[],1,http://eg.linkedin.com/in/annabellvandenberghe,"['isis', 'just', 'claimed', 'responsibility', 'for', 'charliehebdo', 'attack', 'and', 'announced', 'more', 'attacks', 'us', 'amp', 'uk', 'are', 'on', 'the', 'list', 'for', 'tomorrow']",0,6,4,2,1,1,0,0,1,0,4,0,1,0,0,130,20,0,0,1,0.07692307692307693,3.646599751720373,1.9731278535996986,3.2543063323312857,1669,0,1,1
French media say Paris hostage-taker demanding freedom of #CharlieHebdo suspects #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/MI7DYRuBDP,1,['http://t.co/ATmBpjwW3b'],['http://news.sky.com/story/1404756/live-updates-hostages-taken-in-france-attacks'],1,http://www.skynews.com/,"['french', 'media', 'say', 'paris', 'hostagetaker', 'demanding', 'freedom', 'of', 'charliehebdo', 'suspects', 'parisattacks']",1,6,2,2,0,0,0,0,0,0,1,0,0,0,0,140,11,0,0,1,0.12857142857142856,5.088270787730454,4.168880342413643,6.254012915190928,2731,1,1,1
Another shooting reported at the Trocadero near the Eiffel Tower (LIVE UPDATES) http://t.co/cI8cztQjE6,1,['http://t.co/cI8cztQjE6'],['http://on.rt.com/ycbp8f'],1,http://RT.com,"['another', 'shooting', 'reported', 'at', 'the', 'trocadero', 'near', 'the', 'eiffel', 'tower', 'live', 'updates']",1,5,2,0,0,0,0,0,0,0,2,0,3,0,0,102,12,0,0,1,0.17647058823529413,5.021821667558336,4.133475036838092,5.926169002943656,1977,1,1,1
Cartoonist Stephane Charbonnier was critically injured in the attack (LeFigaro) #CharlieHebdo http://t.co/fHMfUmQffo,0,[],[],1,http://t.co/EWMYbhJ7aB,"['cartoonist', 'stephane', 'charbonnier', 'was', 'critically', 'injured', 'in', 'the', 'attack', 'lefigaro', 'charliehebdo']",1,6,2,0,0,0,0,0,1,0,1,0,1,0,0,116,11,0,0,1,0.09482758620689655,4.600744259470937,1.9731278535996986,4.197666426193566,1501,0,1,1
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/dbIE1GD3Cw,0,[],[],1,http://instagram.com/afpphoto,"['several', 'hostages', 'freed', 'at', 'jewish', 'supermarket', 'in', 'paris', 'photo', 'thomas', 'samson', 'afp']",1,6,1,3,0,0,0,0,0,0,2,0,0,0,0,102,12,0,0,1,0.13725490196078433,3.668199484198662,3.180412632838324,4.570729693048355,823,0,1,1
Gendarmerie arrive at the hostage taking in Dammartin-en-Goele. Latest: http://t.co/7N7uvClhWY (Pic:Martmann/Reuters) http://t.co/kntlzzmvHm,1,['http://t.co/7N7uvClhWY'],['http://www.telegraph.co.uk/news/worldnews/europe/france/11329976/Paris-Charlie-Hebdo-attack-live.html'],1,http://www.telegraph.co.uk/,"['gendarmerie', 'arrive', 'at', 'the', 'hostage', 'taking', 'in', 'dammartinengoele', 'latest', 'picmartmannreuters']",1,4,1,1,0,0,0,0,0,0,2,0,1,0,0,140,10,0,0,1,0.08571428571428572,5.300438953168534,3.984932166067412,5.8917057908136075,2304,1,1,1
#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,0,[],[],1,http://www.afp.com/en,"['breaking', 'charlie', 'hebdo', 'gunmens', 'hostage', 'freed', 'and', 'safe', 'after', 'police', 'assault']",0,6,2,1,0,0,0,0,0,0,2,0,0,0,0,76,11,0,0,0,0.13157894736842105,4.811004955509449,3.926959488380276,5.494795818346394,1200,1,1,1
Hostage-taker at kosher market in #Paris said to be killed. Mayor confirms 2 brothers killed at separate hostage-taking. #CharlieHebdo,0,[],[],1,http://www.cbc.ca/news/,"['hostagetaker', 'at', 'kosher', 'market', 'in', 'paris', 'said', 'to', 'be', 'killed', 'mayor', 'confirms', '2', 'brothers', 'killed', 'at', 'separate', 'hostagetaking', 'charliehebdo']",0,8,5,1,0,0,0,0,0,1,3,0,0,0,0,134,19,0,0,1,0.03731343283582089,4.460672371877432,3.7427251313046983,5.625926409687259,2184,1,1,1
Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers http://t.co/GFdUI2rwlN,1,['http://t.co/GFdUI2rwlN'],['http://nbcnews.to/14Bmu19'],1,http://NBCNews.com,"['shots', 'fired', 'and', 'hostages', 'taken', 'in', 'a', 'building', 'east', 'of', 'paris', 'as', 'police', 'hunt', 'charliehebdo', 'attackers']",1,9,2,0,0,0,0,0,0,0,4,0,1,0,0,120,16,0,0,1,0.075,4.655061561728271,4.396896449142524,6.302245187113002,2487,1,1,1
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK,0,[],[],1,http://instagram.com/afpphoto,"['several', 'hostages', 'freed', 'at', 'jewish', 'supermarket', 'in', 'paris', 'photo', 'thomas', 'samson', 'afp']",1,6,1,3,0,0,0,0,0,0,2,0,0,0,0,102,12,0,0,1,0.14705882352941177,3.66838591669,3.184123354239671,4.57282515110873,823,0,1,1
Evet! : From Banksy #JeSuisCharlie http://t.co/7QX4hhYytl”,0,[],[],1,,"['evet', 'from', 'banksy', 'jesuischarlie']",1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,58,4,0,1,1,0.15517241379310345,3.0629578340845103,2.2121876044039577,4.809653969875328,580,0,1,1
#BREAKING: Reports hostage situation underway north-east of Paris http://t.co/COe8YbNp2M #CharlieHebdo http://t.co/GpbstHfKEc,1,['http://t.co/COe8YbNp2M'],['http://ab.co/148yw0S'],1,http://www.abc.net.au/news,"['breaking', 'reports', 'hostage', 'situation', 'underway', 'northeast', 'of', 'paris', 'charliehebdo']",1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,125,9,0,0,1,0.168,5.1592813791516345,3.933284772348695,5.718039745894329,2843,1,1,1
BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele.,0,[],[],1,http://t.co/v7GWW7yYST,"['breaking', 'french', 'interior', 'minister', 'suspects', 'in', 'paris', 'terror', 'attack', 'believed', 'to', 'be', 'holding', 'at', 'least', '1', 'hostage', 'near', 'dammartinengoele']",0,6,4,3,0,0,0,0,0,1,3,0,0,0,0,134,19,0,0,1,0.1044776119402985,5.003270917734273,4.569397321085465,6.585546903032391,2105,1,1,1
Five hostages are being held at a kosher grocery store in east Paris http://t.co/w8UiYqEqTM http://t.co/UFnpEqXvLi,1,['http://t.co/w8UiYqEqTM'],['http://on.wsj.com/1xZ2kb7'],1,http://wsj.com,"['five', 'hostages', 'are', 'being', 'held', 'at', 'a', 'kosher', 'grocery', 'store', 'in', 'east', 'paris']",1,5,3,1,0,0,0,0,0,1,2,0,1,0,0,114,13,0,0,1,0.10526315789473684,5.019743382626038,4.9255956829318235,6.747134983195602,2840,1,1,1
"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris http://t.co/f30TSVt1yN http://t.co/jeuTP0IOZg",1,['http://t.co/f30TSVt1yN'],['http://ind.pn/1BNSmKb'],1,http://t.co/GsqzXf7Q10,"['breaking', 'reports', 'of', 'shots', 'fired', 'hostages', 'taken', 'in', 'town', 'northeast', 'of', 'paris']",1,6,3,0,0,0,0,0,0,0,3,0,0,0,0,121,12,0,0,1,0.1652892561983471,5.094561961109453,4.071624298539752,5.989066971455119,2266,1,1,1
"As #CharlieHebdo attack unfolded, a journalist tweeted while taking shelter on a roof http://t.co/VUnbUrUpws http://t.co/P8E6hJcmHw",1,['http://t.co/VUnbUrUpws'],['http://bbc.in/1DkoQzI'],1,http://t.co/hqt08RrbCA,"['as', 'charliehebdo', 'attack', 'unfolded', 'a', 'journalist', 'tweeted', 'while', 'taking', 'shelter', 'on', 'a', 'roof']",1,4,3,1,0,0,0,0,0,0,3,0,2,0,0,131,13,0,0,1,0.08396946564885496,5.2767948653162575,4.9233010225179425,6.925504644483684,2897,1,1,1
10 dead as shots fired at French satirical weekly #CharlieHebdo. #AFP http://t.co/KqSnXV4Kqf,0,[],[],1,http://t.co/b5OsW0fRWU,"['10', 'dead', 'as', 'shots', 'fired', 'at', 'french', 'satirical', 'weekly', 'charliehebdo', 'afp']",1,3,1,4,0,0,0,0,0,1,2,0,0,0,0,92,11,0,0,1,0.11956521739130435,3.665393350279712,3.1693804953119495,4.5578078557646045,820,0,1,1
#BREAKING Le Monde newspaper says hostage take at Kosher supermarket in #Paris dead. #PorteDeVincennes #ParisTerrorAttacks,0,[],[],1,http://www.burgeswatson.com,"['breaking', 'le', 'monde', 'newspaper', 'says', 'hostage', 'take', 'at', 'kosher', 'supermarket', 'in', 'paris', 'dead', 'portedevincennes', 'paristerrorattacks']",0,9,2,1,0,0,0,0,0,0,2,0,0,0,0,122,15,0,0,1,0.14754098360655737,2.6074550232146687,1.462397997898956,2.6693168805661123,1329,0,1,1
French Interior Minister says operation under way to detain 2 #CharlieHebdo suspects http://t.co/2pHnT9UofV,1,['http://t.co/2pHnT9UofV'],['http://bbc.in/1BHnahE'],1,http://www.bbc.co.uk/news,"['french', 'interior', 'minister', 'says', 'operation', 'under', 'way', 'to', 'detain', '2', 'charliehebdo', 'suspects']",1,5,2,2,0,0,0,0,0,1,1,0,0,0,0,107,12,0,0,1,0.08411214953271028,4.3578776992298724,5.011693060560403,7.111492171849194,2818,1,1,1
"Industrial zone in Dammartin-en-Goël, near Paris, scene of hostage taking and manhunt. More: http://t.co/8zhiaZAshc http://t.co/zCpXy3EN1P",1,['http://t.co/8zhiaZAshc'],['http://on.wsj.com/1Dsc9TL'],1,http://t.co/ISU3VFHHhP,"['industrial', 'zone', 'in', 'dammartinengoël', 'near', 'paris', 'scene', 'of', 'hostage', 'taking', 'and', 'manhunt', 'more']",1,6,0,2,0,0,0,0,0,0,4,0,0,0,0,138,13,0,0,1,0.08695652173913043,5.019643772847548,4.925533824229742,6.747039817959883,2840,1,1,1
Special forces stands on the roof of a building in Dammartin-en-Goele where a hostage-taking is underway #AFP http://t.co/gcm7TRRVfd,0,[],[],1,http://t.co/b5OsW0fRWU,"['special', 'forces', 'stands', 'on', 'the', 'roof', 'of', 'a', 'building', 'in', 'dammartinengoele', 'where', 'a', 'hostagetaking', 'is', 'underway', 'afp']",1,7,1,2,0,0,0,0,0,0,3,0,3,0,1,132,17,0,0,1,0.07575757575757576,3.6669857183296606,3.1772478362556233,4.566260674190903,822,0,1,1
"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A",1,['http://t.co/3Jsosc7yl3'],['http://on.rt.com/k5ivya'],1,http://t.co/bDDyvy9DmR,"['charliehebdo', 'shooting', 'gunmen', 'shouted', 'we', 'have', 'avenged', 'the', 'prophet', 'during', 'attack', 'reports']",1,5,4,0,1,1,0,0,0,0,1,0,1,0,0,138,12,0,0,1,0.18840579710144928,5.0212596077231275,4.133123575402619,5.925526606807204,1975,1,1,1
"Schools close, people told to stay indoors amid Dammartin-en-Goele #CharlieHebdo manhunt  http://t.co/D8ZTxcCaK5 http://t.co/juVYYleAJ4",1,['http://t.co/D8ZTxcCaK5'],['http://bbc.in/1APm7MG'],1,http://www.bbc.co.uk/news,"['schools', 'close', 'people', 'told', 'to', 'stay', 'indoors', 'amid', 'dammartinengoele', 'charliehebdo', 'manhunt']",1,5,2,1,0,0,0,0,1,0,1,0,0,0,0,135,11,0,0,1,0.1111111111111111,4.357991987252086,5.011802963585356,7.111537155036534,2818,1,1,1
"#CharlieHebdo Attack UPDATE: Cartoonists Cabu, Charb, Wolinski die - report http://t.co/3Jsosc7yl3 http://t.co/3H1ZbykE0D",1,['http://t.co/3Jsosc7yl3'],['http://on.rt.com/k5ivya'],1,http://t.co/bDDyvy9DmR,"['charliehebdo', 'attack', 'update', 'cartoonists', 'cabu', 'charb', 'wolinski', 'die', 'report']",1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,121,9,0,0,1,0.1487603305785124,5.021185162912319,4.132835804338372,5.925454941603964,1975,1,1,1
BREAKING: Police: Hostage-taker at Paris market is suspect in slaying of policewoman a day earlier.,0,[],[],1,http://www.ap.org,"['breaking', 'police', 'hostagetaker', 'at', 'paris', 'market', 'is', 'suspect', 'in', 'slaying', 'of', 'policewoman', 'a', 'day', 'earlier']",0,5,3,2,0,0,0,0,1,0,3,0,1,0,0,99,15,0,0,1,0.1111111111111111,4.9893519123839,4.81675816740793,6.658252720968849,2022,1,1,1
"""You tell the media it was al-Qaeda in Yemen"" - reported words of #CharlieHebdo attackers. 
Read more: http://t.co/qDPrycGtAR
#c4news",1,['http://t.co/qDPrycGtAR'],['http://bit.ly/1yAcAtm'],1,http://t.co/YO0ZZvoyrC,"['you', 'tell', 'the', 'media', 'it', 'was', 'alqaeda', 'in', 'yemen', 'reported', 'words', 'of', 'charliehebdo', 'attackers', 'read', 'more', 'c4news']",1,6,5,0,2,0,1,1,0,0,2,0,1,0,0,133,17,0,0,1,0.08270676691729323,4.823800153749878,3.819346484080453,5.723915993598435,2444,1,1,1
Update - Police say 3 gunmen on the loose after 12 people were killed when HQ of satirical publication #CharlieHebdo was attacked in #Paris,0,[],[],1,http://t.co/EIlY6uS0D1,"['update', 'police', 'say', '3', 'gunmen', 'on', 'the', 'loose', 'after', '12', 'people', 'were', 'killed', 'when', 'hq', 'of', 'satirical', 'publication', 'charliehebdo', 'was', 'attacked', 'in', 'paris']",0,7,5,3,0,0,0,0,0,2,4,0,1,0,1,139,23,0,0,0,0.050359712230215826,4.434935983161717,4.162892840714255,6.138960116985809,1890,1,1,1
"#CharlieHebdo hostage freed in Dammartin - Kouachi brothers both killed, AFP reports http://t.co/7N7uvClhWY",1,['http://t.co/7N7uvClhWY'],['http://www.telegraph.co.uk/news/worldnews/europe/france/11329976/Paris-Charlie-Hebdo-attack-live.html'],1,http://www.telegraph.co.uk/,"['charliehebdo', 'hostage', 'freed', 'in', 'dammartin', 'kouachi', 'brothers', 'both', 'killed', 'afp', 'reports']",1,7,2,0,0,0,0,0,0,0,1,0,1,0,0,107,11,0,0,1,0.102803738317757,5.3005498349237845,3.985650973690949,5.892390712828976,2304,1,1,1
