text,Event,token
France marks minute of silence for victims of #CharlieHebdo http://t.co/YkwO7nZxcb http://t.co/HK1sqKai84,charliehebdo,"['france', 'marks', 'minute', 'silence', 'victims', '#', '&', '&']"
Updates on #CharlieHebdo shooting from @nytimes staff @mmcphate @HannahOlivennes @karaszpalko @cbtly &amp; others: http://t.co/TekFzlVjQE,charliehebdo,"['updates', '#', 'shooting', '@', 'staff', '@', '@', '@', '@', '&', 'amp', 'others', '&']"
"UnReal Toon: #CharlieHebdo's cartoonists in great demand 
(via @sagarcartoonist, with @ajayendar) http://t.co/KKF0DgCnL4",charliehebdo,"['unreal', 'toon', '#', 'cartoonists', 'great', 'demand', 'via', '@', '@', '&']"
Lets play a game. This will be blamed on (a) Racism of Charlie Hebdo (b) Poverty (c) Colonial France (d) Evil of Free Speech,charliehebdo,"['lets', 'play', 'game', 'blamed', 'racism', 'charlie', 'hebdo', 'b', 'poverty', 'c', 'colonial', 'france', 'evil', 'free', 'speech']"
Join us in hating horrible crimes and racist cartoons at the same time http://t.co/JHJlB2950h #CitizenRadio #CharlieHebdo,charliehebdo,"['join', 'us', 'hating', 'horrible', 'crimes', 'racist', 'cartoons', 'time', '&', '#', '#']"
Best journalistic answer to terrorist attack on #CharlieHebdo is for news outlets to publish #CharlieHebdo cartoons on  websites/front pages,charliehebdo,"['best', 'journalistic', 'answer', 'terrorist', 'attack', '#', 'news', 'outlets', 'publish', '#', 'cartoons', 'websitesfront', 'pages']"
"#CharlieHebdo #ParisShooting 
Islamist will not allow anyone to sketch even a cartoon but A #PK  can hurt sentiments http://t.co/NNEmXsTi87",charliehebdo,"['#', '#', 'islamist', 'allow', 'anyone', 'sketch', 'even', 'cartoon', '#', 'hurt', 'sentiments', '&']"
Photo: Explosion at printworks factory #CharlieHebdo #ParisAttacks via @SkyNewsBreak http://t.co/918V2HK9CT http://t.co/7T19sihsjH,charliehebdo,"['photo', 'explosion', 'printworks', 'factory', '#', '#', 'via', '@', '&', '&']"
Simply put by our French colleagues in solidarity with the journalists of #CharlieHebdo http://t.co/mXwAsi2N4S,charliehebdo,"['simply', 'put', 'french', 'colleagues', 'solidarity', 'journalists', '#', '&']"
"DEVELOPING: Gunman takes hostages at kosher supermarket in Paris, cops say http://t.co/WMYpvXMkCp",charliehebdo,"['developing', 'gunman', 'takes', 'hostages', 'kosher', 'supermarket', 'paris', 'cops', 'say', '&']"
French police launch assault at site north of Paris where two suspected Charlie Hebdo killers are holding a hostage http://t.co/WBAbocdrBQ,charliehebdo,"['french', 'police', 'launch', 'assault', 'site', 'north', 'paris', 'two', 'suspected', 'charlie', 'hebdo', 'killers', 'holding', 'hostage', '&']"
Photo posted online shows scene by Paris supermarket where gunman reportedly holding hostages http://t.co/Ya62OhLzBz http://t.co/hV8jt1fgum,charliehebdo,"['photo', 'posted', 'online', 'shows', 'scene', 'paris', 'supermarket', 'gunman', 'reportedly', 'holding', 'hostages', '&', '&']"
"French cartoonist Charb among dead in #CharlieHebdo attack, his cartoons often attacked racism and islamophobia. http://t.co/Nmi5g98WO0",charliehebdo,"['french', 'cartoonist', 'charb', 'among', 'dead', '#', 'attack', 'cartoons', 'often', 'attacked', 'racism', 'islamophobia', '&']"
"Poor attempt by @bdutt to justify #CharlieHebdo attack, despite the fact that France was first to recognise Palestine http://t.co/e4BBlsWwOp",charliehebdo,"['poor', 'attempt', '@', 'justify', '#', 'attack', 'despite', 'fact', 'france', 'first', 'recognise', 'palestine', '&']"
"Instead of focusing on the recent dead in Paris, we should keep in mind that Islamists have committed 24,784 deadly attacks since 9/11.",charliehebdo,"['instead', 'focusing', 'recent', 'dead', 'paris', 'keep', 'mind', 'islamists', 'committed', '24784', 'deadly', 'attacks', 'since', '911']"
"#CharlieHebdo: Europe has a terrorism problem, not a Muslim problem http://t.co/miZoer532S (Pic: F Strazzari) http://t.co/w9VlkOerBF",charliehebdo,"['#', 'europe', 'terrorism', 'problem', 'muslim', 'problem', '&', 'pic', 'f', 'strazzari', '&']"
We stand w/the int'l community in defense of freedom of press. Our thoughts R w/the victims &amp; families #CharlieHebdo http://t.co/dymLeiXPy1,charliehebdo,"['stand', 'wthe', 'intl', 'community', 'defense', 'freedom', 'press', 'thoughts', 'r', 'wthe', 'victims', '&', 'amp', 'families', '#', '&']"
Armed police arrest young people on a scooter as they arrive near kosher store #ParisAttacks http://t.co/M4aH8CyXma http://t.co/rjTNwgJn8l,charliehebdo,"['armed', 'police', 'arrest', 'young', 'people', 'scooter', 'arrive', 'near', 'kosher', 'store', '#', '&', '&']"
#JeSuisCharlie part 2. Retweet everywhere in honor of the fabulous satirists under attack http://t.co/Uvox0Wu68m,charliehebdo,"['#', 'part', '2', 'retweet', 'everywhere', 'honor', 'fabulous', 'satirists', 'attack', '&']"
Why #CharlieHebdo magazine was targeted for the attack: http://t.co/3s9g3KumkJ #ParisShooting http://t.co/sixK6vrTmI,charliehebdo,"['#', 'magazine', 'targeted', 'attack', '&', '#', '&']"
"‘If liberty means anything at all, it means the right to tell people what they do not want to hear’ George Orwell #JeSuisCharlie",charliehebdo,"['liberty', 'means', 'anything', 'means', 'right', 'tell', 'people', 'want', 'hear', 'george', 'orwell', '#']"
"Western double standards hit a new low following #CharlieHebdo 
By cartoonist @LatuffCartoons http://t.co/cvuwTFU7XY",charliehebdo,"['western', 'double', 'standards', 'hit', 'new', 'low', 'following', '#', 'cartoonist', '@', '&']"
Iran condemns #CharlieHebdo massacre?! What about this man on death row... for blogging! http://t.co/H1Kbn2AltW http://t.co/wSeuOMPtuf,charliehebdo,"['iran', 'condemns', '#', 'massacre', 'man', 'death', 'row', 'blogging', '&', '&']"
"Front pages from around the world, as publications react to #CharlieHebdo attack: http://t.co/hrslXlve4D via @Newseum http://t.co/ZD62G2klC7",charliehebdo,"['front', 'pages', 'around', 'world', 'publications', 'react', '#', 'attack', '&', 'via', '@', '&']"
"Killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",charliehebdo,"['killing', 'innocent', 'people', 'name', 'islam', 'much', 'much', 'offensive', 'cartoon', 'ever', '#']"
See how the world responded to the Paris terrorist attack http://t.co/pVh5tBSxIB #JeSuisCharlie #ParisShooting http://t.co/L8xD9XlDbd,charliehebdo,"['see', 'world', 'responded', 'paris', 'terrorist', 'attack', '&', '#', '#', '&']"
"Salman Rushdie defends Charlie Hebdo, calls for ""fearless disrespect"" of all religions http://t.co/eSFhZflldV http://t.co/MP8T3q3Pjx",charliehebdo,"['salman', 'rushdie', 'defends', 'charlie', 'hebdo', 'calls', 'fearless', 'disrespect', 'religions', '&', '&']"
"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/u6f5G55osR http://t.co/jEhFMSh0Au",charliehebdo,"['#', 'charb', 'would', 'rather', 'die', 'standing', 'live', 'knees', '&', '&']"
#BREAKING Schools near Paris hostage-taking go into lockdown: officials,charliehebdo,"['#', 'schools', 'near', 'paris', 'hostagetaking', 'go', 'lockdown', 'officials']"
Statement on appalling attack against #CharlieHebdo http://t.co/Ic5TSVhO0f,charliehebdo,"['statement', 'appalling', 'attack', '#', '&']"
"Put your pencils up! 
@iGaddo your cartoon screams defiance. I love it and stand with you. #JeSuisCharlie http://t.co/yW5fPm3VZr",charliehebdo,"['put', 'pencils', '@', 'cartoon', 'screams', 'defiance', 'love', 'stand', '#', '&']"
Paris terror attacks: six explosions heard at kosher supermarket in Paris – live updates http://t.co/mtPv1mMS0D,charliehebdo,"['paris', 'terror', 'attacks', 'six', 'explosions', 'heard', 'kosher', 'supermarket', 'paris', 'live', 'updates', '&']"
Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,charliehebdo,"['charlie', 'hebdo', 'attack', 'know', 'far', 'live', 'updates', '&', '@', '&']"
"THE UTTER HYPOCRISY

#JeSuisCharlie http://t.co/pZ86pz93C1",charliehebdo,"['utter', 'hypocrisy', '#', '&']"
#CharlieHebdo suspects were on British terror watch list for years http://t.co/LbKmHMVDoV http://t.co/KDWpLXG9MI,charliehebdo,"['#', 'suspects', 'british', 'terror', 'watch', 'list', 'years', '&', '&']"
Charlie Hebdo to Print 1 Million Copies in Defiance After Attack http://t.co/2kvfnSm5oI via @business,charliehebdo,"['charlie', 'hebdo', 'print', '1', 'million', 'copies', 'defiance', 'attack', '&', 'via', '@']"
"Jews, Catholics, Muslims, Whites, Blacks... Everyone attacked by #CharlieHebdo, No one reacted like Peaceful did. http://t.co/Z3qTk7dk9d",charliehebdo,"['jews', 'catholics', 'muslims', 'whites', 'blacks', 'everyone', 'attacked', '#', 'one', 'reacted', 'like', 'peaceful', '&']"
The Men Behind the Cartoons at Charlie Hebdo http://t.co/bBoc0tSszE,charliehebdo,"['men', 'behind', 'cartoons', 'charlie', 'hebdo', '&']"
In solidarity with all the journalists pursuing their profession and freedom of speech. #CharlieHebdo http://t.co/n7WSJsf0Si,charliehebdo,"['solidarity', 'journalists', 'pursuing', 'profession', 'freedom', 'speech', '#', '&']"
"You know what is sad about Indian media? We don't have a #CharlieHebdo, with guts to offend one and all even in the face of bullets",charliehebdo,"['know', 'sad', 'indian', 'media', 'dont', '#', 'guts', 'offend', 'one', 'even', 'face', 'bullets']"
".@FT calls #CharlieHebdo ""stupid"" &amp; calls for editorial ""common sense."" Capitulation of free speech http://t.co/qUBNEvWzBY h/t @LukeReuters",charliehebdo,"['@', 'calls', '#', 'stupid', '&', 'amp', 'calls', 'editorial', 'common', 'sense', 'capitulation', 'free', 'speech', '&', 'ht', '@']"
I'm so sick of ppl tiptoeing around the fact that this was an ISLAMIC attack. The politically correct bullshit needs to stop. #CharlieHebdo,charliehebdo,"['im', 'sick', 'ppl', 'tiptoeing', 'around', 'fact', 'islamic', 'attack', 'politically', 'correct', 'bullshit', 'needs', 'stop', '#']"
"Good morning from #Paris where we will have the latest on the #CharlieHebdo attack. 9am in Paris, 3am in the east http://t.co/oRX61fCUke",charliehebdo,"['good', 'morning', '#', 'latest', '#', 'attack', '9am', 'paris', '3am', 'east', '&']"
"As a Muslim, killing 12 innocent people in the name of Islam is much, much more offensive to than any cartoon can ever be #CharlieHebdo",charliehebdo,"['muslim', 'killing', '12', 'innocent', 'people', 'name', 'islam', 'much', 'much', 'offensive', 'cartoon', 'ever', '#']"
"Cartoonists are on the frontline defending freedom of expression. My thoughts are w the #CharlieHebdo vitims, their loved ones &amp; colleagues",charliehebdo,"['cartoonists', 'frontline', 'defending', 'freedom', 'expression', 'thoughts', 'w', '#', 'vitims', 'loved', 'ones', '&', 'amp', 'colleagues']"
"Oct 1 cover #CharlieHebdo criticizing ISIS: 'I am the prophet, idiot' beheader: 'STFU, infidel!' #freedomofexpression http://t.co/HAV5tktU7y",charliehebdo,"['oct', '1', 'cover', '#', 'criticizing', 'isis', 'prophet', 'idiot', 'beheader', 'stfu', 'infidel', '#', '&']"
Leading article: We are all Charlie now http://t.co/EmnXkNoDcY #CharlieHebdo http://t.co/uC1ftkDw5E,charliehebdo,"['leading', 'article', 'charlie', '&', '#', '&']"
Post the caricatures in solidarity and respect for the heroes from the satiric magazine #CharlieHebdo http://t.co/Ts1qzQKGtV,charliehebdo,"['post', 'caricatures', 'solidarity', 'respect', 'heroes', 'satiric', 'magazine', '#', '&']"
RT @Beltrew: A few of the best cartoons drawn &amp; shared in solidarity with #CharlieHebdo after yesterday's massacre http://t.co/4Dq68GL9mT,charliehebdo,"['rt', '@', 'best', 'cartoons', 'drawn', '&', 'amp', 'shared', 'solidarity', '#', 'yesterdays', 'massacre', '&']"
"At 87 years of age, Asterix cartoonist Uderzo gets back on the drawing board #CharlieHebdo  #DammartinEnGoele http://t.co/1lNGYsOFvU",charliehebdo,"['87', 'years', 'age', 'asterix', 'cartoonist', 'uderzo', 'gets', 'back', 'drawing', 'board', '#', '#', '&']"
Don't know if this Woody Guthrie-quoting #CharlieHebdo image is really by Banksy (@therealbanksy?) but I like it. http://t.co/MNXYEMIWMO,charliehebdo,"['dont', 'know', 'woody', 'guthriequoting', '#', 'image', 'really', 'banksy', '@', 'like', '&']"
"Public schools are closed, France raises terror alert to highest level after attack at #CharlieHebdo http://t.co/L98elfVNsf",charliehebdo,"['public', 'schools', 'closed', 'france', 'raises', 'terror', 'alert', 'highest', 'level', 'attack', '#', '&']"
How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting http://t.co/DffGzIrQZI,charliehebdo,"['terrorists', 'win', '@', 'blurring', 'cover', 'mohammed', 'cartoon', '#', 'reporting', '&']"
FUCK THE TERRORIST IN PARIS I BREAK THERE FUCKING NECKS,charliehebdo,"['fuck', 'terrorist', 'paris', 'break', 'fucking', 'necks']"
"Incredibly sad pic of #CharlieHebdo cartoonist Wolinski's desk posted by his daughter. ""Papa est parti pas Wolinski."" http://t.co/AyXPd76BPG",charliehebdo,"['incredibly', 'sad', 'pic', '#', 'cartoonist', 'wolinskis', 'desk', 'posted', 'daughter', 'papa', 'est', 'parti', 'pas', 'wolinski', '&']"
"Angela Merkel condemned the #CharlieHebdo attack on ""freedom of speech and the press."" Obama did not. Shameful.",charliehebdo,"['angela', 'merkel', 'condemned', '#', 'attack', 'freedom', 'speech', 'press', 'obama', 'shameful']"
Paris alert status raised to the highest level with #CharlieHebdo gunmen reportedly on the run http://t.co/xcK8lY9IeR http://t.co/tQuxQ06Q7f,charliehebdo,"['paris', 'alert', 'status', 'raised', 'highest', 'level', '#', 'gunmen', 'reportedly', 'run', '&', '&']"
Terrorists have opened fire in the Charlie Hebdo newsroom in Paris killing twelve people and wounding many others: http://t.co/qX1u3uVsGF,charliehebdo,"['terrorists', 'opened', 'fire', 'charlie', 'hebdo', 'newsroom', 'paris', 'killing', 'twelve', 'people', 'wounding', 'many', 'others', '&']"
"This doesn't represent all Muslims, but, sorry, it does represent the official Islamic school of a certain key Arab state. #CharlieHebdo",charliehebdo,"['doesnt', 'represent', 'muslims', 'sorry', 'represent', 'official', 'islamic', 'school', 'certain', 'key', 'arab', 'state', '#']"
2 standoffs happening now. Hostages believed involved. 1 gunman in kosher deli in eastern Paris. 2 terror suspects in town near CDG airport,charliehebdo,"['2', 'standoffs', 'happening', 'hostages', 'believed', 'involved', '1', 'gunman', 'kosher', 'deli', 'eastern', 'paris', '2', 'terror', 'suspects', 'town', 'near', 'cdg', 'airport']"
"BREAKING: #CharlieHebdo suspects barricaded in house in Crepy-en-Valois, surrounded by police, Le Figaro reports http://t.co/KwSJ7U0N0R",charliehebdo,"['breaking', '#', 'suspects', 'barricaded', 'house', 'crepyenvalois', 'surrounded', 'police', 'le', 'figaro', 'reports', '&']"
We should never be ashamed to be Muslim but we should publicly condemn the savages who tarnish our name ##ParisShooting #CharlieHebdo,charliehebdo,"['never', 'ashamed', 'muslim', 'publicly', 'condemn', 'savages', 'tarnish', 'name', '#', '#']"
"Kouachi brothers, suspects in #CharlieHebdo massacre, killed as police storm building outside Paris - reports http://t.co/utGjvxPhOi",charliehebdo,"['kouachi', 'brothers', 'suspects', '#', 'massacre', 'killed', 'police', 'storm', 'building', 'outside', 'paris', 'reports', '&']"
This cartoon from Gado nails it - #JeSuisCharlie @iGaddo http://t.co/G4uLLfD48N,charliehebdo,"['cartoon', 'gado', 'nails', '#', '@', '&']"
"They wanted to bring France to her knees. Instead, France stood up. #JeSuisCharlie http://t.co/btQfyAh4ps",charliehebdo,"['wanted', 'bring', 'france', 'knees', 'instead', 'france', 'stood', '#', '&']"
Voltaire's gift: Why the battle for free speech is so important #CharlieHebdo http://t.co/7ioa4EHkju http://t.co/f9rwRMDani,charliehebdo,"['voltaires', 'gift', 'battle', 'free', 'speech', 'important', '#', '&', '&']"
"Stop hijacking our faith you crazed murderers!

Thoughts and prayers with victims &amp; their families.

 #Charliehebdo",charliehebdo,"['stop', 'hijacking', 'faith', 'crazed', 'murderers', 'thoughts', 'prayers', 'victims', '&', 'amp', 'families', '#']"
"Depressing that ppl don't realise most victims of Islamic extremists are Muslims… but I'm relieved @OwenJones84 does
http://t.co/rv2VVTrVWl",charliehebdo,"['depressing', 'ppl', 'dont', 'realise', 'victims', 'islamic', 'extremists', 'muslims', 'im', 'relieved', '@', '&']"
Video purportedly shows gunmen fleeing after opening fire at #CharlieHebdo offices in France. http://t.co/yNCZFyhV5a http://t.co/5M9IGKUGWR,charliehebdo,"['video', 'purportedly', 'shows', 'gunmen', 'fleeing', 'opening', 'fire', '#', 'offices', 'france', '&', '&']"
Police car with bullet holes in front of Charlie hebdo headquarter. Photo  @WilliamMolinie http://t.co/k6inhBmGsf,charliehebdo,"['police', 'car', 'bullet', 'holes', 'front', 'charlie', 'hebdo', 'headquarter', 'photo', '@', '&']"
World leaders condemn attack on Charlie Hebdo in Paris http://t.co/yesdm54WVA,charliehebdo,"['world', 'leaders', 'condemn', 'attack', 'charlie', 'hebdo', 'paris', '&']"
The moving tributes to the victims of the Charlie Hebdo shooting http://t.co/pxRaFxCWMP http://t.co/A8AisDaypj,charliehebdo,"['moving', 'tributes', 'victims', 'charlie', 'hebdo', 'shooting', '&', '&']"
Don't let Islamists intimidate u. Republish the cartoons in solidarity with #CharlieHebdo victims &amp; 4 free expression http://t.co/3YCJRdaUID,charliehebdo,"['dont', 'let', 'islamists', 'intimidate', 'u', 'republish', 'cartoons', 'solidarity', '#', 'victims', '&', 'amp', '4', 'free', 'expression', '&']"
PHOTO: Police release this photo of a man they believe has taken at least five people hostage in a Paris market: http://t.co/8UZpTcLqUn,charliehebdo,"['photo', 'police', 'release', 'photo', 'man', 'believe', 'taken', 'least', 'five', 'people', 'hostage', 'paris', 'market', '&']"
BREAKING: Smoke coming from building where Charlie Hebdo attack suspects located: Reuters reporter,charliehebdo,"['breaking', 'smoke', 'coming', 'building', 'charlie', 'hebdo', 'attack', 'suspects', 'located', 'reuters', 'reporter']"
Among the names of the dead are 'Ahmed' and 'Mustapha' -- both are also names of the Prophet Muhammad #CharlieHebdo https://t.co/APrF7K6H0n,charliehebdo,"['among', 'names', 'dead', 'ahmed', 'mustapha', 'also', 'names', 'prophet', 'muhammad', '#', '&']"
Car used by gunmen in #CharlieHebdo attack removed by police from road in northern Paris http://t.co/AQAzDDybrM http://t.co/OGr27G6pRQ,charliehebdo,"['car', 'used', 'gunmen', '#', 'attack', 'removed', 'police', 'road', 'northern', 'paris', '&', '&']"
"-Muslim shooter - 1.7 Billion Muslims guilty

-Black shooter - ""All Blacks are violent""

-White Shooter - ""Lone Wolf""

#CharlieHebdo",charliehebdo,"['muslim', 'shooter', '17', 'billion', 'muslims', 'guilty', 'black', 'shooter', 'blacks', 'violent', 'white', 'shooter', 'lone', 'wolf', '#']"
"#CharlieHebdo attacker: ""We don’t kill women but you have to convert to Islam, read the Qu’ran and wear a veil."" http://t.co/rpZHDQZddO",charliehebdo,"['#', 'attacker', 'dont', 'kill', 'women', 'convert', 'islam', 'read', 'quran', 'wear', 'veil', '&']"
BREAKING: Astonishing video of the Paris terror attack as it was happening &gt; http://t.co/sglPyWCWhL (via @BBCDanielS ) #CharlieHebdo,charliehebdo,"['breaking', 'astonishing', 'video', 'paris', 'terror', 'attack', 'happening', '&', 'gt', '&', 'via', '@', '#']"
#Iran's regime been the pioneer in initiating and nourishing the killing Fatwa! #JeSuisCharlie http://t.co/hlgF1Ugkjl http://t.co/dI7iz9SxJ1,charliehebdo,"['#', 'regime', 'pioneer', 'initiating', 'nourishing', 'killing', 'fatwa', '#', '&', '&']"
Israel shares France's pain and grief.  #CharlieHebdo http://t.co/mjFnEkvajd,charliehebdo,"['israel', 'shares', 'frances', 'pain', 'grief', '#', '&']"
"Slain #CharlieHebdo EIC, Charb, in a 2012 interview. ""I'd rather die standing than live on my knees."" http://t.co/YnZGqGzrni",charliehebdo,"['slain', '#', 'eic', 'charb', '2012', 'interview', 'id', 'rather', 'die', 'standing', 'live', 'knees', '&']"
#CharlieHebdo massacre: 'Attack will heighten anti-Islamic tensions across Europe' http://t.co/1EBlSuVTWe,charliehebdo,"['#', 'massacre', 'attack', 'heighten', 'antiislamic', 'tensions', 'across', 'europe', '&']"
"BREAKING: Suspects in #CharlieHebdo shooting ""still free"" and ""heavily armed,"" French Prime Minister says. http://t.co/ecqWtDAaqc",charliehebdo,"['breaking', 'suspects', '#', 'shooting', 'still', 'free', 'heavily', 'armed', 'french', 'prime', 'minister', 'says', '&']"
Oh God my heart is sick at this Charlie Hebdo news. One of the only brave newspapers in the world.,charliehebdo,"['oh', 'god', 'heart', 'sick', 'charlie', 'hebdo', 'news', 'one', 'brave', 'newspapers', 'world']"
Map showing the location of the #CharlieHebdo offices and the direction the attackers fled http://t.co/N28zmSCwVV http://t.co/q9EYxtcjJy,charliehebdo,"['map', 'showing', 'location', '#', 'offices', 'direction', 'attackers', 'fled', '&', '&']"
Charlie Hebdo attack: huge man hunt underway in #Paris  – live updates http://t.co/IS5Lb1zfbH,charliehebdo,"['charlie', 'hebdo', 'attack', 'huge', 'man', 'hunt', 'underway', '#', 'live', 'updates', '&']"
The Pen Is Mightier Than The Sword: 28 Cartoonists Pay Tribute To Charlie Hebdo Victims: http://t.co/sSfQMaSviI http://t.co/0nOThrr8VX,charliehebdo,"['pen', 'mightier', 'sword', '28', 'cartoonists', 'pay', 'tribute', 'charlie', 'hebdo', 'victims', '&', '&']"
'Explosions' heard at site of hostage situation at grocery in Paris neighborhood of Vincennes - @FRANCE24 broadcast http://t.co/ZFJYh80uxy,charliehebdo,"['explosions', 'heard', 'site', 'hostage', 'situation', 'grocery', 'paris', 'neighborhood', 'vincennes', '@', 'broadcast', '&']"
#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M,charliehebdo,"['#', 'flags', 'flying', 'halfmast', 'brussels', 'today', 'rt', '@', '#', '&']"
"Children being let out of school lockdown near Paris, as police hunt #CharlieHebdo suspects. http://t.co/7Bxdhozq4H http://t.co/8UdTgzIVft",charliehebdo,"['children', 'let', 'school', 'lockdown', 'near', 'paris', 'police', 'hunt', '#', 'suspects', '&', '&']"
Jon Stewart on the Charlie Hebdo attack: 'Comedy shouldn't have to be an act of courage' http://t.co/xmQCP2OcHm,charliehebdo,"['jon', 'stewart', 'charlie', 'hebdo', 'attack', 'comedy', 'shouldnt', 'act', 'courage', '&']"
→ http://t.co/xPvOBDBRHv Charlie Hebdo  584 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befo… http://t.co/cwi3JMqz5h,charliehebdo,"['&', 'charlie', 'hebdo', '584', 'satirical', 'newspaper', 'charlie', 'hebdo', 'braved', 'earlier', 'attack', 'threats', 'befo', '&']"
Pencil Eraser✏️is mightier than the sword🔪@varvel @indystar http://t.co/En0AIb4COR #CharlieHebdo http://t.co/isvQqFCY6j,charliehebdo,"['pencil', 'eraseris', 'mightier', 'sword', '@', '@', '&', '#', '&']"
"The world would be a far better place if all religious fanatics followed this advice
#CharlieHebdo http://t.co/HD43ebNTbT",charliehebdo,"['world', 'would', 'far', 'better', 'place', 'religious', 'fanatics', 'followed', 'advice', '#', '&']"
"France, turning on your own Muslim citizens &amp; ""blaming Islam"" for #CharlieHebdo feeds the extremists' agenda. Don't help them.",charliehebdo,"['france', 'turning', 'muslim', 'citizens', '&', 'amp', 'blaming', 'islam', '#', 'feeds', 'extremists', 'agenda', 'dont', 'help']"
"@FT's Tony Barber describes #CharlieHebdo as ""editorially foolish"" and ""stupid""  http://t.co/dFan6rptkM http://t.co/cmiaUNA0eO",charliehebdo,"['@', 'tony', 'barber', 'describes', '#', 'editorially', 'foolish', 'stupid', '&', '&']"
"We mourn WWF friend and supporter Tignous, killed in yesterday's Charlie Hebdo attack in Paris. #JeSuisCharlie http://t.co/uTy1NbGHF7",charliehebdo,"['mourn', 'wwf', 'friend', 'supporter', 'tignous', 'killed', 'yesterdays', 'charlie', 'hebdo', 'attack', 'paris', '#', '&']"
People gather in silence to remember Paris shooting victims and say #JeSuisCharlie. Photos: http://t.co/8AuPWcklfF http://t.co/2XVVTAWFDe,charliehebdo,"['people', 'gather', 'silence', 'remember', 'paris', 'shooting', 'victims', 'say', '#', 'photos', '&', '&']"
Paris police name 2 police officers killed at Charlie Hebdo building as Franck Brinsolaro and Ahmed Merabet - @NBCNews,charliehebdo,"['paris', 'police', 'name', '2', 'police', 'officers', 'killed', 'charlie', 'hebdo', 'building', 'franck', 'brinsolaro', 'ahmed', 'merabet', '@']"
Terrorists are sick people. You can't be in your right mind and say you believe in God and kill his creation. Makes no sense. #CharlieHebdo,charliehebdo,"['terrorists', 'sick', 'people', 'cant', 'right', 'mind', 'say', 'believe', 'god', 'kill', 'creation', 'makes', 'sense', '#']"
I Support Satirical Cartoons of Religion #CharlieHebdo http://t.co/kNpuLy0aai,charliehebdo,"['support', 'satirical', 'cartoons', 'religion', '#', '&']"
"Cartoon from The New Yorker, September 2012 #CharlieHebdo http://t.co/CeU2nZutSr",charliehebdo,"['cartoon', 'new', 'yorker', 'september', '2012', '#', '&']"
DEVELOPING: Terrorists take hostages in two different #Paris locations. http://t.co/EBbK7ny8Cx,charliehebdo,"['developing', 'terrorists', 'take', 'hostages', 'two', 'different', '#', 'locations', '&']"
Papers covering the #CharlieHebdo story without publishing the cartoons aren't curbing terrorism - they are victims of it.,charliehebdo,"['papers', 'covering', '#', 'story', 'without', 'publishing', 'cartoons', 'arent', 'curbing', 'terrorism', 'victims']"
"Thoughts with those affected by #CharlieHebdo attack, particularly those brave #police colleagues killed in the line of duty. #policefamily",charliehebdo,"['thoughts', 'affected', '#', 'attack', 'particularly', 'brave', '#', 'colleagues', 'killed', 'line', 'duty', '#']"
"A history of Charlie Hebdo, the satire magazine targeted in Wednesday's terrorist attack http://t.co/nHWHZGAdQZ http://t.co/6DH0G6tqtb",charliehebdo,"['history', 'charlie', 'hebdo', 'satire', 'magazine', 'targeted', 'wednesdays', 'terrorist', 'attack', '&', '&']"
"#BREAKING Reports: Cherif Kouachi, 32, and older brother Said, 34, suspected of Charlie Hebdo attack are dead: http://t.co/7tGdSv4fr8",charliehebdo,"['#', 'reports', 'cherif', 'kouachi', '32', 'older', 'brother', 'said', '34', 'suspected', 'charlie', 'hebdo', 'attack', 'dead', '&']"
#JeSuisCharlie NO TWEET between 12h00 and 12h01 (French Time) Please RT,charliehebdo,"['#', 'tweet', '12h00', '12h01', 'french', 'time', 'please', 'rt']"
The pen is mightier http://t.co/jyCLBL4qPX This is how cartoonists responded to #CharlieHebdo attack http://t.co/49HT4SmqAp,charliehebdo,"['pen', 'mightier', '&', 'cartoonists', 'responded', '#', 'attack', '&']"
"Where's #JihadistJoe when you need him?

Oh, that's right! Twitter banned him for tweeting the truth about Islam.

#CharlieHebdo",charliehebdo,"['wheres', '#', 'need', 'oh', 'thats', 'right', 'twitter', 'banned', 'tweeting', 'truth', 'islam', '#']"
At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg,charliehebdo,"['least', '11', 'dead', 'muslim', 'terror', 'attack', 'france', 'show', 'support', 'posting', 'charlie', 'hebdo', 'cartoons', '#', '&']"
The hypocrisy in the western world… (Political cartoon from Carlos Latuff) #CharlieHebdo http://t.co/EkMKJTfIyk,charliehebdo,"['hypocrisy', 'western', 'world', 'political', 'cartoon', 'carlos', 'latuff', '#', '&']"
French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo http://t.co/ZINBZEnyAI http://t.co/DqZDx0gkHO,charliehebdo,"['french', 'forensic', 'experts', 'examine', 'car', 'used', 'armed', 'gunmen', 'stormed', 'offices', 'charlie', 'hebdo', '&', '&']"
