text,text_token
PHOTO: Forensic experts examine the car believed to have been used as the escape vehicle in the Charlie Hebdo attack: http://t.co/9hYrbOBo3w,"['photo', 'forensic', 'experts', 'examine', 'the', 'car', 'believed', 'to', 'have', 'been', 'used', 'as', 'the', 'escape', 'vehicle', 'in', 'the', 'charlie', 'hebdo', 'attack']"
"Pray for everyone in Paris, what happened today is truly sad, I think we lost peace forever. #JeSuisCharlie #CharlieHebdo","['pray', 'for', 'everyone', 'in', 'paris', 'what', 'happened', 'today', 'is', 'truly', 'sad', 'i', 'think', 'we', 'lost', 'peace', 'forever', 'jesuischarlie', 'charliehebdo']"
"Remembering the four French ""Charlie Hebdo"" cartoonists killed in terror attack today http://t.co/nv5A2qKNQN http://t.co/TZovXRJpVp","['remembering', 'the', 'four', 'french', 'charlie', 'hebdo', 'cartoonists', 'killed', 'in', 'terror', 'attack', 'today']"
"The pen is mightier than the sword, and the cowards were afraid of it. So don't stop writing. #JeSuisCharlie #CharlieHebdo","['the', 'pen', 'is', 'mightier', 'than', 'the', 'sword', 'and', 'the', 'cowards', 'were', 'afraid', 'of', 'it', 'so', 'dont', 'stop', 'writing', 'jesuischarlie', 'charliehebdo']"
Map locating the Paris offices of satirical magazine Charlie Hebdo #AFP http://t.co/nJYCABZqAG,"['map', 'locating', 'the', 'paris', 'offices', 'of', 'satirical', 'magazine', 'charlie', 'hebdo', 'afp']"
RT to fuck terrorism http://t.co/7SHjMeJ0iD http://t.co/TSMMnxz0Ya,"['rt', 'to', 'fuck', 'terrorism']"
People should actually know the difference. #JeSuisCharlie http://t.co/QIVgReU6Kh,"['people', 'should', 'actually', 'know', 'the', 'difference', 'jesuischarlie']"
Charlie Hebdo Suspects Are Reported Killed by Police http://t.co/S6Ik3NIjib,"['charlie', 'hebdo', 'suspects', 'are', 'reported', 'killed', 'by', 'police']"
Iranian cartoonist for #CharlieHebdo http://t.co/z16ZcwmhUf,"['iranian', 'cartoonist', 'for', 'charliehebdo']"
The German newspaper Berliner Kurier printed a new #Mohammed cartoon on today's front page. #JeSuisCharlie http://t.co/rpNHS7BmiL,"['the', 'german', 'newspaper', 'berliner', 'kurier', 'printed', 'a', 'new', 'mohammed', 'cartoon', 'on', 'todays', 'front', 'page', 'jesuischarlie']"
"I am a Muslim and I am trully condemning the France Gunmen for their idiotic and barbaric action! 

#JeSuisCharlie http://t.co/fgZixpykvG","['i', 'am', 'a', 'muslim', 'and', 'i', 'am', 'trully', 'condemning', 'the', 'france', 'gunmen', 'for', 'their', 'idiotic', 'and', 'barbaric', 'action', 'jesuischarlie']"
How can you defend anyone's rights if they chop off your head? Tolerance of intolerance is cowardice! #CharlieHebdo http://t.co/KAtF0DfVEO,"['how', 'can', 'you', 'defend', 'anyones', 'rights', 'if', 'they', 'chop', 'off', 'your', 'head', 'tolerance', 'of', 'intolerance', 'is', 'cowardice', 'charliehebdo']"
"RT this cartoon and pay your tribute
show them real face of MUHAMMAD
#CharlieHebdo
#ParisShooting http://t.co/mRMCNxldpR","['rt', 'this', 'cartoon', 'and', 'pay', 'your', 'tribute', 'show', 'them', 'real', 'face', 'of', 'muhammad', 'charliehebdo', 'parisshooting']"
"To all my friends in France/Paris.  
JE SUIS CHARLIE 
#JeSuisCharlie
JB http://t.co/v07hiS7AyO","['to', 'all', 'my', 'friends', 'in', 'franceparis', 'je', 'suis', 'charlie', 'jesuischarlie', 'jb']"
"#ICYMI UnReal Toon: We stand with you, Charlie Hebdo (via @sagarcartoonist with @ajayendar) #CharlieHebdo http://t.co/mKrUBiUrg5","['icymi', 'unreal', 'toon', 'we', 'stand', 'with', 'you', 'charlie', 'hebdo', 'via', 'sagarcartoonist', 'with', 'ajayendar', 'charliehebdo']"
"I'm speechless, what a cruel attack on pressfreedom! All newspapers should publish #CharlieHebdo cartoons tomorrow","['im', 'speechless', 'what', 'a', 'cruel', 'attack', 'on', 'pressfreedom', 'all', 'newspapers', 'should', 'publish', 'charliehebdo', 'cartoons', 'tomorrow']"
Why @CNN isn't publishing the #CharlieHebdo cartoons http://t.co/b11gbLTCbm http://t.co/jQ7jyAowvW,"['why', 'cnn', 'isnt', 'publishing', 'the', 'charliehebdo', 'cartoons']"
Paris terror attacks: gunfire and explosions at Dammartin-en-Goele – live updates http://t.co/MUE0zN8HCA http://t.co/tvK4fmbfyk,"['paris', 'terror', 'attacks', 'gunfire', 'and', 'explosions', 'at', 'dammartinengoele', 'live', 'updates']"
"Worth remembering Jens Stoltenberg's words after Utøya: ""Our response is more democracy, more openness and more humanity"" #CharlieHebdo","['worth', 'remembering', 'jens', 'stoltenbergs', 'words', 'after', 'utøya', 'our', 'response', 'is', 'more', 'democracy', 'more', 'openness', 'and', 'more', 'humanity', 'charliehebdo']"
"After the Charlie Hebdo attack, we must resist the clash-of-civilisations narrative | Homa Khaleeli http://t.co/6iF3ugDMu3","['after', 'the', 'charlie', 'hebdo', 'attack', 'we', 'must', 'resist', 'the', 'clashofcivilisations', 'narrative', 'homa', 'khaleeli']"
In sympathy and solidarity with @Charlie_Hebdo_  #CharlieHebdo http://t.co/W2CBdVJ0k6,"['in', 'sympathy', 'and', 'solidarity', 'with', 'charliehebdo', 'charliehebdo']"
"Jon Stewart on Charlie Hebdo: Comedy ""shouldn’t be an act of courage"" http://t.co/5aQp9trsy8","['jon', 'stewart', 'on', 'charlie', 'hebdo', 'comedy', 'shouldnt', 'be', 'an', 'act', 'of', 'courage']"
Smoke rises from site where Charlie Hebdo suspects holed up http://t.co/3JnzARhAck,"['smoke', 'rises', 'from', 'site', 'where', 'charlie', 'hebdo', 'suspects', 'holed', 'up']"
"Pres. Obama condemns the #CharlieHebdo attack: Paris ""will endure well beyond the hateful vision of these killers."" http://t.co/Gn69hWYyg2","['pres', 'obama', 'condemns', 'the', 'charliehebdo', 'attack', 'paris', 'will', 'endure', 'well', 'beyond', 'the', 'hateful', 'vision', 'of', 'these', 'killers']"
Absolutely heartbreaking what has happened! Twitter users show solidarity to #CharlyHebdo by using #JeSuisCharlie http://t.co/Z7Bo5hYB6G,"['absolutely', 'heartbreaking', 'what', 'has', 'happened', 'twitter', 'users', 'show', 'solidarity', 'to', 'charlyhebdo', 'by', 'using', 'jesuischarlie']"
"'Break one, thousand will rise' Awesome solidarity cartoons in support of #CharlieHebdoAttack victims #JeSuisCharlie http://t.co/i1yzqTPo4n","['break', 'one', 'thousand', 'will', 'rise', 'awesome', 'solidarity', 'cartoons', 'in', 'support', 'of', 'charliehebdoattack', 'victims', 'jesuischarlie']"
Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,"['those', 'turning', 'on', 'muslims', 'after', 'yesterdays', 'vile', 'atrocity', 'are', 'doing', 'exactly', 'what', 'terrorists', 'want', 'them', 'to', 'do', 'me']"
In 2012 the Syrian Presidents warned western governments not to back terrorism in #Syria http://t.co/ODuc7rvFNV #CharlieHebdo #ParisShooting,"['in', '2012', 'the', 'syrian', 'presidents', 'warned', 'western', 'governments', 'not', 'to', 'back', 'terrorism', 'in', 'syria', 'charliehebdo', 'parisshooting']"
Photo of man that is holding hostages in the second location in #Paris http://t.co/nc0lFlm93c,"['photo', 'of', 'man', 'that', 'is', 'holding', 'hostages', 'in', 'the', 'second', 'location', 'in', 'paris']"
Sunni extremists behind #CharlieHebdo attack have no issues mocking Shia holy figures in their own cartoons: @AgMahdi http://t.co/9L9jePj8nb,"['sunni', 'extremists', 'behind', 'charliehebdo', 'attack', 'have', 'no', 'issues', 'mocking', 'shia', 'holy', 'figures', 'in', 'their', 'own', 'cartoons', 'agmahdi']"
"Charlie Hebdo editor Stéphane Charbonnier, killed today, on the ""dead or alive"" list of AQAP (Inspire, March 1 2013) http://t.co/MptFsbYWEz","['charlie', 'hebdo', 'editor', 'stéphane', 'charbonnier', 'killed', 'today', 'on', 'the', 'dead', 'or', 'alive', 'list', 'of', 'aqap', 'inspire', 'march', '1', '2013']"
"It didn't take that long. The first Pakistani to say, #CharlieHebdo massacre has nothing to with Islam, has emerged. http://t.co/UBRm7FJPfl","['it', 'didnt', 'take', 'that', 'long', 'the', 'first', 'pakistani', 'to', 'say', 'charliehebdo', 'massacre', 'has', 'nothing', 'to', 'with', 'islam', 'has', 'emerged']"
The 'freedom of speech' western hypocrisy.. #France #JeSuisCharlie http://t.co/pk9oWF19kg,"['the', 'freedom', 'of', 'speech', 'western', 'hypocrisy', 'france', 'jesuischarlie']"
VIDEO: Emotional scenes at Lille! As fans sing the National anthem for #CharlieHebdo victims!..http://t.co/P0G8MlSAl6 http://t.co/5xYypfzvzD,"['video', 'emotional', 'scenes', 'at', 'lille', 'as', 'fans', 'sing', 'the', 'national', 'anthem', 'for', 'charliehebdo', 'victimshttptcop0g8mlsal6']"
Mumbai lawyer Vijay Gaekwad in jail for blaspheming the prophet.No mention in msm as far as I'm aware. #CharlieHebdo https://t.co/1O5qtJPEJJ,"['mumbai', 'lawyer', 'vijay', 'gaekwad', 'in', 'jail', 'for', 'blaspheming', 'the', 'prophetno', 'mention', 'in', 'msm', 'as', 'far', 'as', 'im', 'aware', 'charliehebdo']"
"Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this? http://t.co/gG5ZCJK9Ac","['jews', 'catholics', 'muslims', 'white', 'people', 'black', 'people', 'everyone', 'attacked', 'by', 'charlie', 'hebdo', 'yet', 'who', 'reacts', 'like', 'this']"
.@AmbJohnBolton: We have to WAKE UP --America has to acknowledge that we are still at war w/terrorism #ParisShooting #JeSuisCharlie @FoxNews,"['ambjohnbolton', 'we', 'have', 'to', 'wake', 'up', 'america', 'has', 'to', 'acknowledge', 'that', 'we', 'are', 'still', 'at', 'war', 'wterrorism', 'parisshooting', 'jesuischarlie', 'foxnews']"
"Anybody who wants to talk about what Charlie Hebdo might have done to ""provoke"" this should probably shut up, forever.","['anybody', 'who', 'wants', 'to', 'talk', 'about', 'what', 'charlie', 'hebdo', 'might', 'have', 'done', 'to', 'provoke', 'this', 'should', 'probably', 'shut', 'up', 'forever']"
Hypocrites like @faiezakhan in one screen shot. #CharlieHebdo #PK http://t.co/habzM640DJ,"['hypocrites', 'like', 'faiezakhan', 'in', 'one', 'screen', 'shot', 'charliehebdo', 'pk']"
"Rt if you respect Muslims ( not the fanatics)

#JeSuisCharlie
#RespectForMuslims","['rt', 'if', 'you', 'respect', 'muslims', 'not', 'the', 'fanatics', 'jesuischarlie', 'respectformuslims']"
True story. #JeSuisCharlie http://t.co/s6dBFKSwD9,"['true', 'story', 'jesuischarlie']"
"#CharlieHebdo Uncensored video of Shooting: http://t.co/6m6DuFb8i3
#cabu Bernard Maris #Wolinski #attentat #Tignous #fusillade","['charliehebdo', 'uncensored', 'video', 'of', 'shooting', 'cabu', 'bernard', 'maris', 'wolinski', 'attentat', 'tignous', 'fusillade']"
Attackers killed Charlie Hebdo's chief cartoonists where they sat before massacring nearly everyone else in the room http://t.co/3wEBkmB2f6,"['attackers', 'killed', 'charlie', 'hebdos', 'chief', 'cartoonists', 'where', 'they', 'sat', 'before', 'massacring', 'nearly', 'everyone', 'else', 'in', 'the', 'room']"
You can't kill free speech #CharlieHebdo,"['you', 'cant', 'kill', 'free', 'speech', 'charliehebdo']"
"If you tweeted #JeSuisCharlie, now we need you to tweet #JeSuisJuif","['if', 'you', 'tweeted', 'jesuischarlie', 'now', 'we', 'need', 'you', 'to', 'tweet', 'jesuisjuif']"
We are observing a minute's silence at 11am today. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/8VqK7VnrV5,"['we', 'are', 'observing', 'a', 'minutes', 'silence', 'at', '11am', 'today', 'if', 'you', 'support', 'press', 'freedom', 'please', 'share', 'amp', 'join', 'us', 'jesuischarlie']"
#France: Dark day for freedom of expression as gunmen attack newspaper office. #CharlieHebdo http://t.co/qqPl3R4ROF http://t.co/RuSLtisGjo,"['france', 'dark', 'day', 'for', 'freedom', 'of', 'expression', 'as', 'gunmen', 'attack', 'newspaper', 'office', 'charliehebdo']"
This is what Paris looked like last night #charliehebdo http://t.co/HLeIy0187C http://t.co/LFqlElCl6C,"['this', 'is', 'what', 'paris', 'looked', 'like', 'last', 'night', 'charliehebdo']"
"Yesterday, today, tomorrow #JeSuisCharlie http://t.co/bBS9WH7fnh","['yesterday', 'today', 'tomorrow', 'jesuischarlie']"
At Hong Kong's Foreign Correspondents' Club just now. #JeSuisCharlie http://t.co/rzm4arU3Rb,"['at', 'hong', 'kongs', 'foreign', 'correspondents', 'club', 'just', 'now', 'jesuischarlie']"
We condemn the attack in #Paris and pray for soonest recovery for the injured and patience to families &amp; people of France. #CharlieHebdo,"['we', 'condemn', 'the', 'attack', 'in', 'paris', 'and', 'pray', 'for', 'soonest', 'recovery', 'for', 'the', 'injured', 'and', 'patience', 'to', 'families', 'amp', 'people', 'of', 'france', 'charliehebdo']"
The Pen vs. the Gun: @PGourevitch on the life-giving defiance of the #CharlieHebdo cartoonists http://t.co/F6alYXXjtU,"['the', 'pen', 'vs', 'the', 'gun', 'pgourevitch', 'on', 'the', 'lifegiving', 'defiance', 'of', 'the', 'charliehebdo', 'cartoonists']"
"Muslims get judged every day because of all these terrorist attacks. They are VICTIMS, not supporters. #CharlieHebdo http://t.co/LbXhLcnby7","['muslims', 'get', 'judged', 'every', 'day', 'because', 'of', 'all', 'these', 'terrorist', 'attacks', 'they', 'are', 'victims', 'not', 'supporters', 'charliehebdo']"
"I don't support the cartoons or language published by publishers BUT #CharlieHebdo attack is indeed ""sickening"". 11 dead in #terrorattack","['i', 'dont', 'support', 'the', 'cartoons', 'or', 'language', 'published', 'by', 'publishers', 'but', 'charliehebdo', 'attack', 'is', 'indeed', 'sickening', '11', 'dead', 'in', 'terrorattack']"
#CharlieHebdo I am speechless http://t.co/npSgKX2zYE,"['charliehebdo', 'i', 'am', 'speechless']"
Live video from standoff north of Paris with brothers suspected in the Charlie Hebdo attack http://t.co/mPaB3pGQdA http://t.co/1MU2eqChai,"['live', 'video', 'from', 'standoff', 'north', 'of', 'paris', 'with', 'brothers', 'suspected', 'in', 'the', 'charlie', 'hebdo', 'attack']"
BREAKING NEWS: Gunfire and explosions heard at the warehouse in north-east Paris where a hostage is being held.,"['breaking', 'news', 'gunfire', 'and', 'explosions', 'heard', 'at', 'the', 'warehouse', 'in', 'northeast', 'paris', 'where', 'a', 'hostage', 'is', 'being', 'held']"
"#CharlieHebdo: If we talk about ‘war’, we fall into the trap set by murderers, @robinlustig http://t.co/AwHoRooAyG http://t.co/kD7XkvUaUV","['charliehebdo', 'if', 'we', 'talk', 'about', 'war', 'we', 'fall', 'into', 'the', 'trap', 'set', 'by', 'murderers', 'robinlustig']"
"Killing writers and journalists and cartoonists will not silence them but make their voices louder.
#CharlieHebdo","['killing', 'writers', 'and', 'journalists', 'and', 'cartoonists', 'will', 'not', 'silence', 'them', 'but', 'make', 'their', 'voices', 'louder', 'charliehebdo']"
"#CharlieHebdo RT @JeffreyGoldberg: The gunmen's basic message: If you don't stop calling our religion intolerant &amp; violent, we'll murder you","['charliehebdo', 'rt', 'jeffreygoldberg', 'the', 'gunmens', 'basic', 'message', 'if', 'you', 'dont', 'stop', 'calling', 'our', 'religion', 'intolerant', 'amp', 'violent', 'well', 'murder', 'you']"
The world stood united to defend free expression #JeSuisCharlie. Now it must stand united to defend human life #JeSuisJuif – I Am a Jew.,"['the', 'world', 'stood', 'united', 'to', 'defend', 'free', 'expression', 'jesuischarlie', 'now', 'it', 'must', 'stand', 'united', 'to', 'defend', 'human', 'life', 'jesuisjuif', 'i', 'am', 'a', 'jew']"
"France: ‘Dark day for freedom of expression’ as gunmen attack satirical newspaper
http://t.co/AD5u7mQLAb #CharlieHebdo","['france', 'dark', 'day', 'for', 'freedom', 'of', 'expression', 'as', 'gunmen', 'attack', 'satirical', 'newspaper', 'charliehebdo']"
The #CharlieHebdo attack represents possibly the most direct attack by Islamists on Western ideals to date.,"['the', 'charliehebdo', 'attack', 'represents', 'possibly', 'the', 'most', 'direct', 'attack', 'by', 'islamists', 'on', 'western', 'ideals', 'to', 'date']"
BREAKING: Gunshots and several explosions heard at Dammartin-en-Goele site in France: Reuters reporter,"['breaking', 'gunshots', 'and', 'several', 'explosions', 'heard', 'at', 'dammartinengoele', 'site', 'in', 'france', 'reuters', 'reporter']"
"So far today the UK media, while reporting on #CharlieHebdo, has pixelated images of a cartoon but happily posted a video of a brutal murder","['so', 'far', 'today', 'the', 'uk', 'media', 'while', 'reporting', 'on', 'charliehebdo', 'has', 'pixelated', 'images', 'of', 'a', 'cartoon', 'but', 'happily', 'posted', 'a', 'video', 'of', 'a', 'brutal', 'murder']"
"Residents of Dammartin-en-Goele told to stay inside, schools on lockdown, mayor's press office tells CNN. http://t.co/7Bxdhozq4H","['residents', 'of', 'dammartinengoele', 'told', 'to', 'stay', 'inside', 'schools', 'on', 'lockdown', 'mayors', 'press', 'office', 'tells', 'cnn']"
Our ally Saudi Arabia is such an advocate of free speech that it flogged a liberal blogger with the lash for blasphemy today #JeSuisCharlie,"['our', 'ally', 'saudi', 'arabia', 'is', 'such', 'an', 'advocate', 'of', 'free', 'speech', 'that', 'it', 'flogged', 'a', 'liberal', 'blogger', 'with', 'the', 'lash', 'for', 'blasphemy', 'today', 'jesuischarlie']"
"Media translates""By the way I love you"" 2 Allah Akbar:) #ParisShooting #CharlieHebdo #JeSuisCharlie @JamilaBoughelaf http://t.co/in0VVlUbJg","['media', 'translatesby', 'the', 'way', 'i', 'love', 'you', '2', 'allah', 'akbar', 'parisshooting', 'charliehebdo', 'jesuischarlie', 'jamilaboughelaf']"
"""I have never once in my life seen a fanatic with a sense of humor."" --Amos Oz #CharlieHebdo","['i', 'have', 'never', 'once', 'in', 'my', 'life', 'seen', 'a', 'fanatic', 'with', 'a', 'sense', 'of', 'humor', 'amos', 'oz', 'charliehebdo']"
Editorial cartoonist @AnnTelnaes on the Charlie Hebdo attack: http://t.co/8F10iZJdIE http://t.co/NvmXqT6U3t,"['editorial', 'cartoonist', 'anntelnaes', 'on', 'the', 'charlie', 'hebdo', 'attack']"
"""Love is stronger than hate"" #Peace is stronger than racism/ultranationalism/fundamentalism. And Art is stronger than bigotry #CharlieHebdo","['love', 'is', 'stronger', 'than', 'hate', 'peace', 'is', 'stronger', 'than', 'racismultranationalismfundamentalism', 'and', 'art', 'is', 'stronger', 'than', 'bigotry', 'charliehebdo']"
Paris terrorist attack kills 4 cartoonists including chief editor: Sources http://t.co/s5RUZhL4m3 #CharlieHebdo http://t.co/F5YD2W8h8I,"['paris', 'terrorist', 'attack', 'kills', '4', 'cartoonists', 'including', 'chief', 'editor', 'sources', 'charliehebdo']"
"Satirizing and mocking religion is sacred. Stand with @Charlie_Hebdo_ #freeexpression #jesuischarlie #iamcharlie 
http://t.co/75KuXyRhGD","['satirizing', 'and', 'mocking', 'religion', 'is', 'sacred', 'stand', 'with', 'charliehebdo', 'freeexpression', 'jesuischarlie', 'iamcharlie']"
#CharlieHebdo #terroristattack insight by Jacob Canfield @CaliphateCop @muslimvoices  @BadatYusuf http://t.co/okhLyPag6W,"['charliehebdo', 'terroristattack', 'insight', 'by', 'jacob', 'canfield', 'caliphatecop', 'muslimvoices', 'badatyusuf']"
Victims of the Paris terror attack: http://t.co/QdCLsj2GLl #JeSuisCharlie http://t.co/BpJ23gUShQ,"['victims', 'of', 'the', 'paris', 'terror', 'attack', 'jesuischarlie']"
French president #Hollande says there is no doubt attack on #CharlieHebdo is terrorist attack. http://t.co/Rve1Lp0EXf http://t.co/8LFA5LFSnS,"['french', 'president', 'hollande', 'says', 'there', 'is', 'no', 'doubt', 'attack', 'on', 'charliehebdo', 'is', 'terrorist', 'attack']"
FLASHBACK: White House condemns #CharlieHebdo cartoons (9/9/12) http://t.co/4YbAJRGwXb,"['flashback', 'white', 'house', 'condemns', 'charliehebdo', 'cartoons', '9912']"
Picture of explosion in Dammartin-en-Goele.t all happened suddenly. http://t.co/6qFD7HaFSW,"['picture', 'of', 'explosion', 'in', 'dammartinengoelet', 'all', 'happened', 'suddenly']"
Did you hear about the #LoveBomb by British Muslims at French Embassy London yday? #CharlieHebdo  @mrjamesob @LBC http://t.co/0439amYA3m,"['did', 'you', 'hear', 'about', 'the', 'lovebomb', 'by', 'british', 'muslims', 'at', 'french', 'embassy', 'london', 'yday', 'charliehebdo', 'mrjamesob', 'lbc']"
"The right to mock &amp; criticise religion is a key tenet of a free and democratic society, whether it be Islam or Christianity. #CharlieHebdo","['the', 'right', 'to', 'mock', 'amp', 'criticise', 'religion', 'is', 'a', 'key', 'tenet', 'of', 'a', 'free', 'and', 'democratic', 'society', 'whether', 'it', 'be', 'islam', 'or', 'christianity', 'charliehebdo']"
→ http://t.co/pPmyRFcU8h 55 Why was Charlie Hebdo magazine targeted in the Paris shooting? #CharlieHebdo In February… http://t.co/6ZRAsHZL0Q,"['55', 'why', 'was', 'charlie', 'hebdo', 'magazine', 'targeted', 'in', 'the', 'paris', 'shooting', 'charliehebdo', 'in', 'february']"
Brilliant piece by @OwenJones84 on how the Paris shootings must not lead to more Islamophobia: http://t.co/aPNqc9qTHI,"['brilliant', 'piece', 'by', 'owenjones84', 'on', 'how', 'the', 'paris', 'shootings', 'must', 'not', 'lead', 'to', 'more', 'islamophobia']"
"Everytime a satirist is murdered, 1,000 more satirists rise up to take their place. 
#JeSuisCharlie","['everytime', 'a', 'satirist', 'is', 'murdered', '1000', 'more', 'satirists', 'rise', 'up', 'to', 'take', 'their', 'place', 'jesuischarlie']"
"#CharlieHebdo suspects killed, according to @AP. http://t.co/BDmxXKlbZG","['charliehebdo', 'suspects', 'killed', 'according', 'to', 'ap']"
The surviving staff at #CharlieHebdo  have just announced that the magazine will publish next week--ON SCHEDULE.,"['the', 'surviving', 'staff', 'at', 'charliehebdo', 'have', 'just', 'announced', 'that', 'the', 'magazine', 'will', 'publish', 'next', 'weekon', 'schedule']"
These cartoons are all poignant tributes to victims of the Charlie Hebdo attack http://t.co/Q9SLIvYt7o http://t.co/fKRn7dO6ZD,"['these', 'cartoons', 'are', 'all', 'poignant', 'tributes', 'to', 'victims', 'of', 'the', 'charlie', 'hebdo', 'attack']"
Satire is a symptom of a healthy society and always a prime target for fundamentalism. There is no 'right not to be offended' #CharlieHebdo,"['satire', 'is', 'a', 'symptom', 'of', 'a', 'healthy', 'society', 'and', 'always', 'a', 'prime', 'target', 'for', 'fundamentalism', 'there', 'is', 'no', 'right', 'not', 'to', 'be', 'offended', 'charliehebdo']"
LATEST: At least 11 dead in shooting at French magazine #CharlieHebdo; France raises terror alert to highest level http://t.co/JVRjF5b1lw,"['latest', 'at', 'least', '11', 'dead', 'in', 'shooting', 'at', 'french', 'magazine', 'charliehebdo', 'france', 'raises', 'terror', 'alert', 'to', 'highest', 'level']"
The #CharlieHebdo magazine covers the Islamic terrorists didn't want you to see http://t.co/AUkRckrdOJ http://t.co/bpmGf56tAa,"['the', 'charliehebdo', 'magazine', 'covers', 'the', 'islamic', 'terrorists', 'didnt', 'want', 'you', 'to', 'see']"
One of the most compelling &amp; relevant things I've seen on #CharlieHebdo so far. Pics say more than words sometimes. http://t.co/RJslBvn6gv,"['one', 'of', 'the', 'most', 'compelling', 'amp', 'relevant', 'things', 'ive', 'seen', 'on', 'charliehebdo', 'so', 'far', 'pics', 'say', 'more', 'than', 'words', 'sometimes']"
→ http://t.co/SJenOro9ai Charlie Hebdo  218 Charlie Hebdo: A Profile of the Satirical French Newspaper http://t.co/iJ9Twb3Q4t,"['charlie', 'hebdo', '218', 'charlie', 'hebdo', 'a', 'profile', 'of', 'the', 'satirical', 'french', 'newspaper']"
"A Muslim must always be straightforward and consistent in his actions and words.
#RespectForMuslims
#JeSuisCharlie http://t.co/9B1fkBYDIG","['a', 'muslim', 'must', 'always', 'be', 'straightforward', 'and', 'consistent', 'in', 'his', 'actions', 'and', 'words', 'respectformuslims', 'jesuischarlie']"
Sarkozy on #CharlieHebdo in 2011: prefer “an excess of caricature to an excess of censorship” http://t.co/aQZBlwbwjJ http://t.co/JDSRgnFoft,"['sarkozy', 'on', 'charliehebdo', 'in', '2011', 'prefer', 'an', 'excess', 'of', 'caricature', 'to', 'an', 'excess', 'of', 'censorship']"
Charlie Hebdo will publish one million copies next week with help from Google http://t.co/e1TKBbVpwl http://t.co/1ThluwbhVq,"['charlie', 'hebdo', 'will', 'publish', 'one', 'million', 'copies', 'next', 'week', 'with', 'help', 'from', 'google']"
Photos: Thousands gather to express solidarity after attacks in Paris. http://t.co/ta8XHTulLR #CharlieHebdo http://t.co/tJGXoGppqt,"['photos', 'thousands', 'gather', 'to', 'express', 'solidarity', 'after', 'attacks', 'in', 'paris', 'charliehebdo']"
Good backgrounder from The New Yorker from 2012: The Charlie Hebdo Affair: Laughing at Blasphemy http://t.co/LDwDceoxFg,"['good', 'backgrounder', 'from', 'the', 'new', 'yorker', 'from', '2012', 'the', 'charlie', 'hebdo', 'affair', 'laughing', 'at', 'blasphemy']"
"RT @Yair_Rosenberg: Um, the International Business Times is running a piece blaming #CharlieHebdo attack on Israel
http://t.co/2ndLXiupSP h…","['rt', 'yairrosenberg', 'um', 'the', 'international', 'business', 'times', 'is', 'running', 'a', 'piece', 'blaming', 'charliehebdo', 'attack', 'on', 'israel', 'h']"
"RT@davpope
Can't sleep tonight, thoughts with French cartooning colleagues, their families &amp; loved ones #CharlieHebdo http://t.co/b73Ni09utE","['rtdavpope', 'cant', 'sleep', 'tonight', 'thoughts', 'with', 'french', 'cartooning', 'colleagues', 'their', 'families', 'amp', 'loved', 'ones', 'charliehebdo']"
"Israeli SWAT team unit specializing in hostage situations on standby, ready to travel to Paris to assist French http://t.co/PBs3sMwhLt","['israeli', 'swat', 'team', 'unit', 'specializing', 'in', 'hostage', 'situations', 'on', 'standby', 'ready', 'to', 'travel', 'to', 'paris', 'to', 'assist', 'french']"
"Saudi Arabian condemnation of Paris terror attacks are hollow as they whip a blogger for ""insulting Islam"". The mentality is the same","['saudi', 'arabian', 'condemnation', 'of', 'paris', 'terror', 'attacks', 'are', 'hollow', 'as', 'they', 'whip', 'a', 'blogger', 'for', 'insulting', 'islam', 'the', 'mentality', 'is', 'the', 'same']"
There are many ways to honor #CharlieHebdo. One is to abolish all blasphemy laws in Europe #JeSuisCharlie,"['there', 'are', 'many', 'ways', 'to', 'honor', 'charliehebdo', 'one', 'is', 'to', 'abolish', 'all', 'blasphemy', 'laws', 'in', 'europe', 'jesuischarlie']"
"If you tweeted #JeSuisCharlie but won't tweet #JeSuisJuif today, I think we can all figure out the reason. http://t.co/eVtOYbvlrP","['if', 'you', 'tweeted', 'jesuischarlie', 'but', 'wont', 'tweet', 'jesuisjuif', 'today', 'i', 'think', 'we', 'can', 'all', 'figure', 'out', 'the', 'reason']"
"Freedom of expression, it seems, should not be taken for granted. RIP to those who died defending it. #JeSuisCharlie http://t.co/MexshKELgv","['freedom', 'of', 'expression', 'it', 'seems', 'should', 'not', 'be', 'taken', 'for', 'granted', 'rip', 'to', 'those', 'who', 'died', 'defending', 'it', 'jesuischarlie']"
Charlie Hebdo staff vow to publish next week with 1m print run http://t.co/u8cCyfXW8o,"['charlie', 'hebdo', 'staff', 'vow', 'to', 'publish', 'next', 'week', 'with', '1m', 'print', 'run']"
What we do and don't know about the standoff with the Charlie Hebdo attack suspects http://t.co/JzHXO8cAxV http://t.co/hpjA5U77Ce,"['what', 'we', 'do', 'and', 'dont', 'know', 'about', 'the', 'standoff', 'with', 'the', 'charlie', 'hebdo', 'attack', 'suspects']"
Free speech must not be silenced in the wake of Charlie Hebdo attack http://t.co/PcnpZcD9iM,"['free', 'speech', 'must', 'not', 'be', 'silenced', 'in', 'the', 'wake', 'of', 'charlie', 'hebdo', 'attack']"
